2018-11-28 23:22:40 Jepsen starting etcd :--log-output :stderr :--name ec2-54-204-131-219.compute-1.amazonaws.com :--listen-peer-urls http://ec2-54-204-131-219.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-54-204-131-219.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-54-204-131-219.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-54-204-131-219.compute-1.amazonaws.com:2380 :--initial-cluster ec2-54-236-10-223.compute-1.amazonaws.com=http://ec2-54-236-10-223.compute-1.amazonaws.com:2380,ec2-100-24-16-184.compute-1.amazonaws.com=http://ec2-100-24-16-184.compute-1.amazonaws.com:2380,ec2-54-204-131-219.compute-1.amazonaws.com=http://ec2-54-204-131-219.compute-1.amazonaws.com:2380,ec2-52-90-218-187.compute-1.amazonaws.com=http://ec2-52-90-218-187.compute-1.amazonaws.com:2380,ec2-34-229-59-126.compute-1.amazonaws.com=http://ec2-34-229-59-126.compute-1.amazonaws.com:2380
2018-11-28 23:22:40.537001 I | etcdmain: etcd Version: 3.1.5
2018-11-28 23:22:40.537039 I | etcdmain: Git SHA: 20490ca
2018-11-28 23:22:40.537045 I | etcdmain: Go Version: go1.7.5
2018-11-28 23:22:40.537050 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-28 23:22:40.537055 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-28 23:22:40.537063 W | etcdmain: no data-dir provided, using default data-dir ./ec2-54-204-131-219.compute-1.amazonaws.com.etcd
2018-11-28 23:22:40.537078 W | embed: expected IP in URL for binding (http://ec2-54-204-131-219.compute-1.amazonaws.com:2380)
2018-11-28 23:22:40.537086 W | embed: expected IP in URL for binding (http://ec2-54-204-131-219.compute-1.amazonaws.com:2379)
2018-11-28 23:22:40.539130 I | embed: listening for peers on http://ec2-54-204-131-219.compute-1.amazonaws.com:2380
2018-11-28 23:22:40.539792 I | embed: listening for client requests on ec2-54-204-131-219.compute-1.amazonaws.com:2379
2018-11-28 23:22:40.545030 I | pkg/netutil: resolving ec2-54-204-131-219.compute-1.amazonaws.com:2380 to 172.31.29.222:2380
2018-11-28 23:22:40.545545 I | pkg/netutil: resolving ec2-54-204-131-219.compute-1.amazonaws.com:2380 to 172.31.29.222:2380
2018-11-28 23:22:44.546855 I | etcdserver: name = ec2-54-204-131-219.compute-1.amazonaws.com
2018-11-28 23:22:44.546916 I | etcdserver: data dir = ec2-54-204-131-219.compute-1.amazonaws.com.etcd
2018-11-28 23:22:44.546924 I | etcdserver: member dir = ec2-54-204-131-219.compute-1.amazonaws.com.etcd/member
2018-11-28 23:22:44.546933 I | etcdserver: heartbeat = 100ms
2018-11-28 23:22:44.546938 I | etcdserver: election = 1000ms
2018-11-28 23:22:44.546943 I | etcdserver: snapshot count = 10000
2018-11-28 23:22:44.546956 I | etcdserver: advertise client URLs = http://ec2-54-204-131-219.compute-1.amazonaws.com:2379
2018-11-28 23:22:44.546964 I | etcdserver: initial advertise peer URLs = http://ec2-54-204-131-219.compute-1.amazonaws.com:2380
2018-11-28 23:22:44.547013 I | etcdserver: initial cluster = ec2-100-24-16-184.compute-1.amazonaws.com=http://ec2-100-24-16-184.compute-1.amazonaws.com:2380,ec2-34-229-59-126.compute-1.amazonaws.com=http://ec2-34-229-59-126.compute-1.amazonaws.com:2380,ec2-52-90-218-187.compute-1.amazonaws.com=http://ec2-52-90-218-187.compute-1.amazonaws.com:2380,ec2-54-204-131-219.compute-1.amazonaws.com=http://ec2-54-204-131-219.compute-1.amazonaws.com:2380,ec2-54-236-10-223.compute-1.amazonaws.com=http://ec2-54-236-10-223.compute-1.amazonaws.com:2380
2018-11-28 23:22:44.551983 I | etcdserver: starting member 10bf218ab4a912ed in cluster 38957ac2ed0cbd2c
2018-11-28 23:22:44.552015 I | raft: 10bf218ab4a912ed became follower at term 0
